,x,y
0,67.31571810672244,1.3637246176519193
1,53.81908158183973,56.286055726490865
2,51.46235318444028,16.78371364517308
3,91.8458634377978,37.68200466011757
4,68.88956340527984,61.18770261648014
5,66.98653424467467,89.27262900031843
6,36.852593777978235,11.599229064193205
7,29.743631492808536,39.57842833322065
8,85.24850574223791,44.85530077194538
9,38.621325629950114,60.19408994370979
10,20.018509736123114,48.9323624126998
11,44.798597918457126,44.687165275320126
12,62.77585607245307,66.60497048705194
13,55.984507251278785,13.285105607550934
14,76.68609052017153,52.773408979111295
15,49.1885558821515,58.8112359433736
16,56.67240902762873,42.606998220000285
17,61.74945080938097,88.15187949069836
18,41.50826858678027,57.894122904028876
19,73.00119309110094,56.85362863578671
20,36.12922877472416,37.44341697466356
21,53.277258897518806,48.11973230928033
22,37.26631395467278,8.108083397241867
23,55.9357217769833,48.79424444373245
24,30.05021090782048,99.64370852552794
25,31.048411029046424,38.155537788393275
26,72.64674938613275,25.370536563324688
27,82.56024393108017,87.99612452868047
28,57.46587334198801,72.32281044346527
29,74.33616172622554,56.51962985680696
30,62.185862270378166,97.46770866728384
31,45.46806106130411,85.33243771455199
32,44.03449922237504,79.55436284851345
33,62.74459849503915,66.13165733808597
34,35.78814506532411,63.730330490553435
35,50.22840292087373,21.223168384572144
36,44.12320049068584,55.105949605966885
37,37.21038422200922,87.78831204734232
38,49.86416569119393,73.90876442697402
39,25.732883437726212,2.8643823181903207
40,54.49501646045948,71.87270383820714
41,60.22380769367344,8.905979390591666
42,69.45106333781041,21.52578468043083
43,37.38076903962204,94.65554833378259
44,42.851959615319814,5.600422044294061
45,57.144928138100276,41.01665561988609
46,67.62877753351923,32.173972028484194
47,59.121320219896674,39.63605657159106
48,37.700097580475955,62.003711445768445
49,40.072862159209244,67.84946033097529
50,48.20776456235516,50.99414853340279
51,89.87380592261181,68.97457978218763
52,49.726384697892456,22.68414457631482
53,78.5968268621702,71.49171435968269
54,53.08410862146294,22.62851082139604
55,39.314577334298235,59.98488634502717
56,81.12381373668369,18.10333942850181
57,64.53249912720737,59.93535642081483
58,59.30373117220464,65.44077650109494
59,54.68025256239133,75.27249440403016
60,65.51721381898597,63.9311119195729
61,63.239516629074586,61.23837155298457
62,35.04155260510655,34.05446488395966
63,40.56707795278292,30.746807776665506
64,54.01964783070915,9.897280234163016
65,43.06653237056107,86.38909079071729
66,44.160478130898916,55.32774423942319
67,57.32220661796209,92.53181977789475
68,53.274852828393406,72.13237539367633
69,32.50057376376439,36.73777416015053
70,39.66756124463721,31.68448932516097
71,5.924928732666444,63.75272014825088
72,39.56310858155733,60.54394887413041
73,86.49792699268478,63.1088872363661
74,31.853725812781143,98.96746202611706
75,47.124587207268796,20.753594122812512
76,60.797196417752865,-0.6295015998752272
77,33.17279561947059,15.81227094638897
78,45.386027871067014,51.44719494231914
79,90.37065818741071,59.19977729088098
80,46.515235329066655,23.009833603181644
81,60.67816150153405,70.55140067170116
82,48.18483911971617,0.548434949493071
83,58.50002780033335,40.409743446290705
84,53.32090501063422,48.41276967842779
85,73.99286057662361,55.668699648688936
86,91.03476499775746,19.43794075593313
87,70.94528790916141,58.388125930911976
88,55.55465504040544,44.08553301981491
89,46.726335892208425,2.0335081285705487
90,18.107462200808172,52.88321598329657
91,49.56430028180003,20.13111980770003
92,59.624707303268345,69.87153225646593
93,76.79792072865973,52.92288537360417
94,50.090006627327966,51.92801751100619
95,37.30626336386878,62.28646145051849
96,35.087304010314476,94.74990736137444
97,57.684904985904,41.46308529057523
98,73.95451862651339,28.603669329423205
99,63.69409345143972,37.21457994819497
100,59.55516014551506,40.079225621952716
101,67.20452594380046,32.069117594419176
102,30.972172637183576,61.79982833291051
103,36.33451746085962,63.45126914744955
104,62.03955024132256,37.46221256334052
105,49.00789131138409,80.55724905542544
106,71.66403228886679,0.6145395989532791
107,48.86203683977606,25.958294139051638
108,63.033754239426145,57.69305134798007
109,59.11453929846539,90.71227889314375
110,44.307657608380936,4.712856235550968
111,82.10930949462559,16.260229640549856
112,81.25929538053768,48.58689438340674
113,75.5572672314242,23.51066659270352
114,47.256370358907326,30.960224597658932
115,51.08617717679394,77.34007211229874
116,54.313459742660925,77.3175563045476
117,80.10280920215902,14.569168437912653
118,60.67118168636001,31.173463210711848
119,97.42355508126839,32.471806484948445
120,41.92411668162006,88.23362429804239
121,51.1904826771542,-0.2805102243016027
122,64.20694267749455,85.64527882790385
123,51.69500139867052,16.89896084214354
124,54.11185318457319,45.43763630800336
125,60.057544838583276,69.64023728532219
126,45.495202304301955,22.688738452637196
127,75.20551211487427,54.531949227293694
128,47.71762569661759,58.576691277897865
129,47.061452767255,55.73367649425541
130,68.5731240713191,61.60295743201156
131,49.399998655227584,71.76601188080672
132,59.47706135194289,1.0124158453065382
133,59.254105168436354,29.22999032092453
134,51.11027584165037,46.36357276066891
135,47.95599451238667,21.780899069909587
136,66.1261192830699,33.276753508135805
137,7.786385569423062,47.04223789136219
138,54.459957444649916,13.850947719661383
139,80.34468973468888,95.61767038039926
140,51.69864311384059,47.556078971147954
141,68.4817091246373,88.87289739954294
142,25.273424209522144,74.17691433323289
143,67.02770323444956,29.74766797557409
144,73.54589741522389,76.49337222864446
145,55.64353994297295,74.17316254025525
146,37.92303946867381,91.92841054263799
147,58.86013782959638,10.557996052235845
148,68.43942098359288,30.168565739314975
149,51.17831829372583,98.70154930466357
150,32.13203001426305,67.11217202973083
151,61.3920979465866,68.39154233078916
152,78.27611172654812,20.803832367609015
153,42.31503251286105,56.921850598784204
154,69.96254204469106,29.44394507961062
155,50.557906998509445,18.685970555406062
156,37.812081731009066,38.31200908652863
157,38.339212625497645,31.058639929080343
158,53.964521783206024,95.80875590042163
159,48.03456140283215,82.74084142912152
160,45.95325280706121,83.6786472796832
161,42.570184030433616,26.94111145745477
162,55.16616851035262,95.4854639963477
163,78.18137423019033,51.44106202661249
164,39.167722703625884,9.899236941335829
165,54.49575819563245,41.06599335376676
166,62.35359391172571,69.75764917332198
167,60.84996674850682,38.81412669672811
168,50.38327366124353,0.18210180899335007
169,64.79013366007817,34.31045502135862
170,40.64906234974991,5.7528090719098115
171,57.47349825524095,35.85099564495841
172,40.87124268223834,11.413450617898063
173,43.18797005103143,57.23192527858991
174,30.090425127497888,62.477117238006365
175,49.78008556608562,49.93819481536314
176,37.66437883476668,62.05358359810229
177,60.81790368224511,31.33093174930766
178,76.52756266025331,29.865158019002763
179,45.26524184592618,23.824455171801894
180,63.15406876582435,64.47796723970205
181,65.43358171017283,63.5017976131979
182,47.02089240028767,63.20307719447821
183,63.394712169841426,11.87573948237537
184,94.37334330599839,4.642151443078836
185,75.64583961842848,45.31098423126347
186,63.169892667140864,5.9961937079358885
187,51.403972979880926,2.2219611168527407
188,60.6909158227166,3.9667907272860887
189,53.41495067555525,76.52558493962249
190,68.18495882085419,60.82929996720514
191,86.40169116416368,13.119568940327078
192,70.59773315414374,58.42054557774061
193,17.588569140336183,81.87391792803898
194,58.94635614070189,5.362780889160412
195,46.88990099693174,22.22765588198935
196,47.94759349362885,47.77522135035391
197,23.85081470487453,70.88774084668908
198,68.95710033340482,81.13246798909648
199,71.49941010485722,78.37226717290096
200,49.408533279133806,99.97921600954092
201,64.43941101851706,4.4439743789227135
202,58.45535791387759,71.35809352406551
203,6.134647209221892,93.65610794123391
204,41.17779676393328,7.5903058357746085
205,16.807930516117487,32.30705576318027
206,44.75535319732526,27.601380802806908
207,70.27659932928748,79.5135342498246
208,43.97042669937672,24.78509375604044
209,29.492695777888123,100.1280834519134
210,45.57694280017524,55.77593881098812
211,54.38371397874617,75.2698440928187
212,96.36151033490394,53.111899229920226
213,64.29644467878602,65.53128361506087
214,50.85997776760946,21.712792033340698
215,74.46671917250556,24.335241311632494
216,49.06217087380695,20.27088256259235
217,26.92435844491236,75.27312279240786
218,26.68562025631275,22.275815585394405
219,76.60484525545614,72.87748857570968
220,76.13245424404991,77.78775400646016
221,58.874394958376506,37.201772394827266
222,43.38139057257529,20.668208057880396
