,x,y
0,67.98587616807445,2.7906168262516644
1,59.49721115531648,64.54274605672919
2,53.51571923271978,23.557323152396886
3,99.74973250026298,39.43445774457257
4,65.0163819268094,66.19886507398066
5,65.28725761796777,90.88264719517625
6,47.07871569581118,25.64932118463869
7,32.01277517388265,47.259402652681025
8,76.47179870376716,43.42509786015156
9,39.74484683140719,63.0494921980066
10,33.40268922111099,52.88205019864172
11,34.402091588224586,44.41058710583208
12,62.58256555810621,67.21937562868101
13,62.288508726204405,1.5172288923614876
14,76.05576420023763,52.156295972047324
15,46.23923214078367,68.26362395419817
16,55.37765383970024,31.66325246610843
17,65.14058423061701,90.97262021065092
18,38.947189721553634,62.61797288582857
19,74.55318695076181,56.155919305728204
20,33.83250278163744,38.50228883753446
21,56.758671392659764,65.58313401039638
22,22.26937329186017,13.802181398527345
23,50.583827625055484,66.06216795049362
24,30.4630803564772,88.54061782255643
25,34.37637682456199,37.387252771248335
26,65.91892591522131,27.303009149297182
27,78.75166399317628,85.19935390070148
28,55.32374792639203,68.44881351284862
29,75.50563342687673,53.486651065428354
30,64.7025272911834,90.8030940305144
31,31.54672360737062,86.03792468519212
32,44.356825579688774,66.99183325615103
33,63.435199575596165,66.88217891616188
34,37.89215990469878,61.02949236366353
35,53.05966095060685,23.041065517233992
36,41.095834860729305,64.20952938309266
37,34.06305603441114,87.77982046619279
38,50.00044562282168,68.48606462217862
39,27.873609368479112,9.254868951807612
40,53.18189317328811,68.77615882299537
41,56.83253989133261,0.8130343271803946
42,64.83021514431206,27.032499379817196
43,40.21497350802955,90.13756639131658
44,43.76711144043794,2.0507333512632604
45,61.341814059343584,33.50152445462966
46,73.31463343747102,34.15138317012866
47,74.12617442656808,38.61081104076937
48,39.86618914776716,63.28569119438651
49,45.8009545513938,66.95379209479599
50,50.35963318277321,61.78721726394374
51,93.52643119969059,69.9284326960027
52,51.53539564248191,23.78929630926786
53,71.50395679087842,60.71806283868031
54,55.32347475243164,24.370248681716593
55,42.245176059710296,64.83092760449601
56,87.49292720724226,14.896038208349108
57,66.047547710033,65.32197386450261
58,57.904674712539894,68.16214074418042
59,52.627519389628645,68.5553879898022
60,63.75199499007085,66.6729637661697
61,68.37821132177454,63.45287991768222
62,33.22992340989377,40.26982585615009
63,42.013968259410674,27.994369152784113
64,56.569112459207155,0.7877672365725841
65,39.28644944807201,89.7092644691391
66,44.54323828361344,66.30492494883595
67,51.85552098334635,92.33155208913159
68,50.97256199159629,68.56392965367749
69,36.818861989539755,32.633293172961196
70,44.65852134898488,26.540574373492788
71,8.84909470686082,43.559684378713946
72,43.37038344918744,65.72742252195235
